listing name,room,confirmation,status,check in,check out,total payout
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMF4BDJF44,Past guest,"Feb 7, 2023","Feb 9, 2023",110.58
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMD8ZTAT4S,Past guest,"Feb 7, 2023","Feb 8, 2023",79.54
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMTKKYMB3D,Past guest,"Feb 6, 2023","Feb 8, 2023",203.70
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMZ2T9QZ28,Past guest,"Feb 6, 2023","Feb 7, 2023",79.54
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM38WHM2MH,Past guest,"Feb 5, 2023","Feb 7, 2023",110.58
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMFH23A8XW,Past guest,"Feb 5, 2023","Feb 6, 2023",79.54
Discard-101,Discard-101,HM2XTE9N8M,Past guest,"Feb 4, 2023","Feb 5, 2023",95.06
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMD3EH4WPE,Past guest,"Feb 4, 2023","Feb 5, 2023",95.06
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMSDDXJZFX,Past guest,"Feb 3, 2023","Feb 5, 2023",133.86
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMWK954AQY,Past guest,"Feb 3, 2023","Feb 5, 2023",133.86
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMHY3YP5EK,Past guest,"Feb 3, 2023","Feb 5, 2023",133.86
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMKYD84ZT4,Past guest,"Feb 3, 2023","Feb 5, 2023",133.86
