listing name,room,confirmation,status,check in,check out,total payout
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMNZXD4ENW,Past guest,"Mar 10, 2023","Mar 12, 2023",455.90
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMYQZKNWMM,Past guest,"Mar 10, 2023","Mar 12, 2023",630.50
Scooter*Sleep4*BeachAccess*2KingBeds*Grill*Room117,Room117,HMWZ24J8AS,Past guest,"Mar 2, 2023","Mar 12, 2023","1,583.89"
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HMFWY52WSZ,Past guest,"Mar 10, 2023","Mar 11, 2023",145.50
Scooter*Beachfront*KingBed*Grill*Room110,Room110,HMQB2CXQPY,Past guest,"Mar 10, 2023","Mar 11, 2023",194.00
Scooter*Beachfront*FullBed*Grill*Room107,Room107,HMFSD8843C,Past guest,"Mar 10, 2023","Mar 11, 2023",164.90
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMB3Q229K4,Past guest,"Mar 10, 2023","Mar 11, 2023",164.90
Ocean View*Scooter*Beachfront*Room101,Room101,HMC9H5PHAP,Past guest,"Mar 9, 2023","Mar 11, 2023",242.50
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HM85X44SEQ,Past guest,"Mar 8, 2023","Mar 11, 2023",618.86
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMP3X2Z3WW,Past guest,"Mar 9, 2023","Mar 11, 2023",281.30
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HM3TYRR9PT,Past guest,"Mar 9, 2023","Mar 10, 2023",106.70
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM2RHTYXY4,Past guest,"Mar 7, 2023","Mar 10, 2023",754.17
Discard: DSIS119,Discard: DSIS119,HM2ZJJMSY2,Past guest,"Mar 9, 2023","Mar 10, 2023",270.63
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMC4KQ3BFN,Past guest,"Mar 7, 2023","Mar 9, 2023",164.90
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMHT3H9XJP,Past guest,"Mar 8, 2023","Mar 9, 2023",81.09
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HM5E83TZZX,Past guest,"Mar 8, 2023","Mar 9, 2023",87.30
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HMXJD48XDS,Past guest,"Mar 7, 2023","Mar 8, 2023",87.30
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMJZTZXS85,Past guest,"Mar 6, 2023","Mar 8, 2023",143.56
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMZEPZEF9N,Past guest,"Mar 6, 2023","Mar 7, 2023",83.42
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMT3A8ZK8C,Past guest,"Mar 4, 2023","Mar 6, 2023",156.36
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMESQN43TH,Past guest,"Mar 4, 2023","Mar 6, 2023",407.40
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HM82RFRHY4,Past guest,"Mar 3, 2023","Mar 5, 2023",455.90
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HMFEYQW8QR,Past guest,"Mar 3, 2023","Mar 5, 2023",611.10
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMSX9Z9MWB,Past guest,"Mar 2, 2023","Mar 5, 2023",716.29
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HM4YXQBBRD,Past guest,"Mar 4, 2023","Mar 5, 2023",194.00
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMXANFDF39,Past guest,"Mar 2, 2023","Mar 4, 2023",215.34
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM3Q5R8P59,Past guest,"Mar 2, 2023","Mar 4, 2023",223.10
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMNQJSYMT9,Past guest,"Mar 1, 2023","Mar 3, 2023",145.50
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HM2JY9FS4H,Past guest,"Feb 28, 2023","Mar 2, 2023",112.91
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM5W88J5YF,Past guest,"Feb 26, 2023","Feb 28, 2023",153.26
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HM4P8N8T45,Past guest,"Feb 26, 2023","Feb 28, 2023",133.86
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HM9JW3JAMA,Past guest,"Feb 26, 2023","Feb 28, 2023",113.30
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HM43Q9FQ84,Past guest,"Feb 25, 2023","Feb 27, 2023",176.54
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HM3YDM3T8D,Trip change requested,"Feb 21, 2023","Feb 27, 2023",568.03
Discard-101,Discard-101,HMQWFMJC9R,Past guest,"Feb 25, 2023","Feb 26, 2023",132.31
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HM83TYYM8D,Past guest,"Feb 24, 2023","Feb 26, 2023",215.34
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMYXZBYMNJ,Past guest,"Feb 24, 2023","Feb 26, 2023",194.97
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMJEM8TSWM,Past guest,"Feb 22, 2023","Feb 24, 2023",109.03
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMBH98BBXM,Past guest,"Feb 21, 2023","Feb 23, 2023",136.19
Discard-101,Discard-101,HME33X2EHH,Past guest,"Feb 19, 2023","Feb 21, 2023",170.33
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMY3JTMZSB,Past guest,"Feb 19, 2023","Feb 21, 2023",260.93
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HMWY5WAFX3,Past guest,"Feb 19, 2023","Feb 21, 2023",221.16
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMWSTDHTXW,Past guest,"Feb 18, 2023","Feb 20, 2023",388.00
Scooter*Beachfront*KingBed*Renovated*Grill*Room102,Room102,HM2NPS29KZ,Past guest,"Feb 17, 2023","Feb 19, 2023",289.06
Discard-101,Discard-101,HMNWHBNC5D,Past guest,"Feb 16, 2023","Feb 19, 2023",709.07
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HM8P2T8PS2,Past guest,"Feb 17, 2023","Feb 19, 2023",388.00
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMHKCKA2AQ,Past guest,"Feb 16, 2023","Feb 18, 2023",203.70
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMN9QJQ9DA,Past guest,"Feb 16, 2023","Feb 18, 2023",455.90
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM8TZAB5JN,Past guest,"Feb 16, 2023","Feb 17, 2023",145.50
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HM9FEW2HQ3,Past guest,"Feb 13, 2023","Feb 17, 2023",434.56
Scooter*BeachAccess*Sleep5*KingBed*Grill*Room-119,Room-119,HMD88PAE88,Past guest,"Feb 16, 2023","Feb 17, 2023",106.70
Scooter*Beachfront*KingBed*Renovated*Grill*Room108,Room108,HMZCZTF3KX,Past guest,"Feb 5, 2023","Feb 17, 2023","1,067.78"
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMTA3NCE9Q,Past guest,"Feb 15, 2023","Feb 16, 2023",87.30
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM4N2AYMMA,Past guest,"Feb 12, 2023","Feb 16, 2023",179.45
Scooter*Beachfront*KingBed*Renovated*Grill*Room104,Room104,HMR38WEDHX,Past guest,"Feb 10, 2023","Feb 13, 2023",384.31
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HMA4ZNKRYY,Past guest,"Feb 11, 2023","Feb 12, 2023",95.06
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HM3WDSQERN,Past guest,"Feb 11, 2023","Feb 12, 2023",95.06
Scooter*Beachfront*KingBed*Renovated*Grill*Room106,Room106,HMP9DWK4N8,Past guest,"Feb 10, 2023","Feb 12, 2023",141.62
Discard: DSIS102,Discard: DSIS102,HMCMTRCNC3,Past guest,"Feb 10, 2023","Feb 12, 2023",288.09
Discard-101,Discard-101,HMYMC253NX,Past guest,"Feb 10, 2023","Feb 11, 2023",95.06
Scooter*BeachAccess*Sleep5*KingBed*Kitchen Room114,Kitchen Room114,HM3KWJTYN5,Past guest,"Feb 10, 2023","Feb 11, 2023",95.06
*Beachfront*Scooter*Sleep5*KingBed*Grill*Room-112,Room-112,HMSC4DWWXF,Past guest,"Feb 9, 2023","Feb 11, 2023",126.10
