listing name,room,confirmation,status,check in,check out,total payout
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HMDEXMBEJE,Past guest,"Mar 10, 2023","Mar 11, 2023",150.35
BeachFront*1 King*WIFI*Security*Laundry*Room-111,Room-111,HMRW5B38NW,Past guest,"Mar 10, 2023","Mar 11, 2023",150.35
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HM5CBNHN5X,Past guest,"Mar 10, 2023","Mar 11, 2023",150.35
StreetFront*2 Full*WIFI*Security*Laundry*Room-138,Room-138,HMPFSXXNYN,Past guest,"Mar 9, 2023","Mar 11, 2023",271.60
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room 108,Room 108,HMCBX538AM,Past guest,"Mar 10, 2023","Mar 11, 2023",261.90
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMA9FAKSFA,Past guest,"Mar 10, 2023","Mar 11, 2023",271.60
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HM83Z2F4JT,Past guest,"Mar 10, 2023","Mar 11, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HMTABSYKE8,Past guest,"Mar 10, 2023","Mar 11, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HMQXEMF9H3,Past guest,"Mar 10, 2023","Mar 11, 2023",339.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-139,Room-139,HM33DQZ5SJ,Past guest,"Mar 9, 2023","Mar 10, 2023",174.60
BeachFront*1 King*WIFI*Security*Laundry*Room-140,Room-140,HMEEC22D8C,Past guest,"Mar 9, 2023","Mar 10, 2023",155.20
BeachFront*1 King*WIFI*Security*Laundry*Room-114,Room-114,HMK3WMASEK,Past guest,"Mar 9, 2023","Mar 10, 2023",126.10
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HMFAXC95ED,Past guest,"Mar 9, 2023","Mar 10, 2023",104.76
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HMKCHBR9E5,Past guest,"Mar 8, 2023","Mar 10, 2023",174.60
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HMAJ8ASREH,Past guest,"Mar 9, 2023","Mar 10, 2023",101.85
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room 108,Room 108,HMH99XB2T5,Past guest,"Mar 9, 2023","Mar 10, 2023",106.70
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMW4ZTYDWD,Past guest,"Mar 8, 2023","Mar 10, 2023",261.90
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HM29ECNXNR,Past guest,"Mar 8, 2023","Mar 10, 2023",247.35
BeachFront*1 King*WIFI*Security*Laundry*Room-111,Room-111,HMWZQKTHBF,Past guest,"Mar 8, 2023","Mar 10, 2023",261.90
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HMZDRZBPER,Past guest,"Mar 8, 2023","Mar 9, 2023",77.11
BeachFront*1 King*WIFI*Security*Laundry*Room-140,Room-140,HM9PMQJW2C,Past guest,"Mar 8, 2023","Mar 9, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HM2WRMPYBA,Past guest,"Mar 8, 2023","Mar 9, 2023",101.85
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMT889MB9B,Past guest,"Mar 7, 2023","Mar 8, 2023",97.00
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HMMJANWXWZ,Past guest,"Mar 7, 2023","Mar 8, 2023",81.48
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMZMFSBFMW,Past guest,"Mar 7, 2023","Mar 8, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HMP2YJPZBF,Past guest,"Mar 7, 2023","Mar 8, 2023",101.85
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMFHKEC4CH,Past guest,"Mar 7, 2023","Mar 8, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-116,Room-116,HMZRCRRKWM,Past guest,"Mar 7, 2023","Mar 8, 2023",87.30
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HM3SWHSR5H,Past guest,"Mar 6, 2023","Mar 7, 2023",101.85
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMM9HX4APN,Past guest,"Mar 6, 2023","Mar 7, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-116,Room-116,HM2348AKK5,Past guest,"Mar 3, 2023","Mar 7, 2023",762.42
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HM2Q99BSDJ,Past guest,"Mar 5, 2023","Mar 6, 2023",72.75
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HM5B325S2D,Past guest,"Mar 5, 2023","Mar 6, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-111,Room-111,HMZF8KETJQ,Past guest,"Mar 3, 2023","Mar 6, 2023",544.65
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HMCASKW4TC,Past guest,"Mar 3, 2023","Mar 5, 2023",174.60
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HM3HNYZ42M,Past guest,"Mar 3, 2023","Mar 5, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMNBDDXNE5,Past guest,"Mar 3, 2023","Mar 5, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMSKAJD8AM,Past guest,"Mar 3, 2023","Mar 5, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-139,Room-139,HMSAFPDJC3,Past guest,"Mar 3, 2023","Mar 5, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-112,Room-112,HMY4EKM8JS,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMW45JZS2C,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HMMXBS3FSR,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*1 King*WIFI*Security*Laundry*Room-114,Room-114,HM5HNEFN4M,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*1 King*WIFI*Security*Laundry*Room-140,Room-140,HM3QB92Q9Y,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HMC4H2R3XA,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HM99DD984Q,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*2 Full*WIFI*Security*Laundry*Room-131,Room-131,HMYJAYCBDQ,Past guest,"Mar 3, 2023","Mar 5, 2023",247.35
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HM9ZMQNNHN,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room- 110,Room- 110,HMA2YBNSKY,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMPKSKRM8M,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HM9B4S2SQZ,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HMWDNNJTTH,Past guest,"Mar 3, 2023","Mar 5, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HM2ZNQD39K,Past guest,"Mar 3, 2023","Mar 5, 2023",426.80
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMXYN2YR5Q,Past guest,"Mar 2, 2023","Mar 4, 2023",247.35
BeachFront*2 Full*WIFI*Security*Laundry*Room-133,Room-133,HMA9PSBD8Z,Past guest,"Mar 2, 2023","Mar 4, 2023",247.35
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMH9HPRK3W,Past guest,"Mar 3, 2023","Mar 4, 2023",116.40
BeachFront*1 King*WIFI*Security*Laundry*Room-115,Room-115,HM9EMTK8XK,Past guest,"Feb 25, 2023","Feb 27, 2023",130.95
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HM4BK4QCQ8,Past guest,"Feb 25, 2023","Feb 26, 2023",98.94
Discard-108,Discard-108,HM2SAKTMBN,Past guest,"Feb 25, 2023","Feb 26, 2023",87.30
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMR9SHASW4,Past guest,"Feb 25, 2023","Feb 26, 2023",87.30
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HM99TK5AKK,Past guest,"Feb 24, 2023","Feb 26, 2023",145.50
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HM5X92YBXE,Past guest,"Feb 24, 2023","Feb 25, 2023",98.94
Discard-108,Discard-108,HMMCPBFACJ,Past guest,"Feb 24, 2023","Feb 25, 2023",98.94
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HM8YTWZS4Q,Past guest,"Feb 24, 2023","Feb 25, 2023",98.94
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMQFJ3DDY3,Past guest,"Feb 23, 2023","Feb 25, 2023",135.80
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMP8FWBR4Y,Past guest,"Feb 22, 2023","Feb 24, 2023",126.10
Discard-108,Discard-108,HMR4YRWE32,Past guest,"Feb 18, 2023","Feb 21, 2023",689.67
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMSHRQD5RJ,Past guest,"Feb 19, 2023","Feb 20, 2023",174.60
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HM89ARZ9TQ,Past guest,"Feb 19, 2023","Feb 20, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HM4M4DHRTZ,Past guest,"Feb 19, 2023","Feb 20, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMKSXTF5FE,Past guest,"Feb 18, 2023","Feb 20, 2023",630.50
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HM2F8QMDRC,Past guest,"Feb 19, 2023","Feb 20, 2023",339.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-109,Room-109,HMKP3FSYW3,Past guest,"Feb 17, 2023","Feb 20, 2023",889.49
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HMWEQDTJ9C,Past guest,"Feb 18, 2023","Feb 20, 2023",630.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-112,Room-112,HMSE42MEEC,Past guest,"Feb 18, 2023","Feb 20, 2023",630.50
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMNDSSPNCR,Past guest,"Feb 18, 2023","Feb 20, 2023",562.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-133,Room-133,HM44JMDEET,Past guest,"Feb 17, 2023","Feb 20, 2023",824.98
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMA32BFNQS,Past guest,"Feb 17, 2023","Feb 20, 2023",824.98
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMDQC4F5S4,Past guest,"Feb 18, 2023","Feb 20, 2023",562.60
BeachFront*2 Full*WIFI*Security*Laundry*Room- 110,Room- 110,HMXE2NP3HN,Past guest,"Feb 18, 2023","Feb 20, 2023",514.10
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HMHCPW95B4,Past guest,"Feb 16, 2023","Feb 20, 2023",950.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HMZ3YCT5A3,Past guest,"Feb 18, 2023","Feb 20, 2023",417.10
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HMQERTNENB,Past guest,"Feb 18, 2023","Feb 19, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HMNJJARQKC,Past guest,"Feb 18, 2023","Feb 19, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HMPNBNKQDF,Past guest,"Feb 18, 2023","Feb 19, 2023",339.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-131,Room-131,HM3X3D5TCB,Past guest,"Feb 17, 2023","Feb 19, 2023",630.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMQ2SCMMNH,Past guest,"Feb 17, 2023","Feb 19, 2023",630.50
StreetFront*2 Full*WIFI*Security*Laundry*Room-138,Room-138,HMD4DBJ3X4,Past guest,"Feb 17, 2023","Feb 19, 2023",630.50
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMXRQBFKTE,Past guest,"Feb 17, 2023","Feb 19, 2023",630.50
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMNZCNPA8W,Past guest,"Feb 18, 2023","Feb 19, 2023",339.50
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMQAFDKYTC,Past guest,"Feb 18, 2023","Feb 19, 2023",320.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HM3BXYFTB2,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMEK8ZZRZZ,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMBEDA38E2,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*1 King*WIFI*Security*Laundry*Room-103,Room-103,HMD8CP5KSJ,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*1 King*WIFI*Security*Laundry*Room-115,Room-115,HMXEECK9PE,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HM4T42YTAA,Past guest,"Feb 16, 2023","Feb 18, 2023",247.35
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMDY38SKC3,Past guest,"Feb 17, 2023","Feb 18, 2023",174.60
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HMFKZCM4RT,Past guest,"Feb 16, 2023","Feb 18, 2023",247.35
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HM8EQYYYX2,Past guest,"Feb 16, 2023","Feb 18, 2023",237.65
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HMQN8W4ZDX,Past guest,"Feb 16, 2023","Feb 18, 2023",237.65
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HM44FXP4EX,Past guest,"Feb 15, 2023","Feb 18, 2023",334.47
BeachFront*2 Full*WIFI*Security*Laundry*Room-131,Room-131,HMHAHASN34,Past guest,"Feb 16, 2023","Feb 17, 2023",101.85
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMJZJ4ZRW4,Past guest,"Feb 16, 2023","Feb 17, 2023",101.85
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMQFP5CNC2,Past guest,"Feb 16, 2023","Feb 17, 2023",92.15
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMBJMANWEE,Past guest,"Feb 16, 2023","Feb 17, 2023",126.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HM8B5KCJ4M,Past guest,"Feb 16, 2023","Feb 17, 2023",92.15
BeachFront*1 King*WIFI*Security*Laundry*Room-115,Room-115,HMFYYFRC2S,Past guest,"Feb 16, 2023","Feb 17, 2023",92.15
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMWJ8WA4TM,Past guest,"Feb 16, 2023","Feb 17, 2023",92.15
Discard-108,Discard-108,HMFF3M4SA2,Past guest,"Feb 15, 2023","Feb 17, 2023",155.20
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMMJZHBNCJ,Past guest,"Feb 15, 2023","Feb 17, 2023",155.20
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HM2EEPZ3WD,Past guest,"Feb 14, 2023","Feb 15, 2023",67.90
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HM4PCYMMWR,Past guest,"Feb 14, 2023","Feb 15, 2023",67.90
Discard-108,Discard-108,HMT2SYNWEQ,Past guest,"Feb 8, 2023","Feb 15, 2023",555.62
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMBJWNQM95,Past guest,"Feb 13, 2023","Feb 14, 2023",67.90
BeachFront*1 King*WIFI*Security*Laundry*Room-115,Room-115,HM4T4FFSQK,Past guest,"Feb 13, 2023","Feb 14, 2023",67.90
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMSBMEXP82,Past guest,"Feb 12, 2023","Feb 14, 2023",106.70
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMFWPYY9FD,Past guest,"Feb 12, 2023","Feb 14, 2023",145.50
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HMK3WBPWZZ,Past guest,"Feb 13, 2023","Feb 14, 2023",87.30
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HM9RENHN4P,Past guest,"Feb 11, 2023","Feb 13, 2023",106.70
BeachFront*2 Full*WIFI*Security*Laundry*Room-102,Room-102,HMXKYNFEH5,Past guest,"Feb 11, 2023","Feb 13, 2023",106.70
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMKR5CW8TQ,Past guest,"Feb 11, 2023","Feb 13, 2023",106.70
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMBCQRCPEA,Past guest,"Feb 11, 2023","Feb 13, 2023",106.70
BeachFront*1 King*WIFI*Security*Laundry*Room-115,Room-115,HMB3ENHREP,Past guest,"Feb 11, 2023","Feb 13, 2023",106.70
BeachFront*1 King*WIFI*Security*Laundry*Room-114,Room-114,HM3P4RQHAA,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMDFRST3AT,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMM8AYRDHE,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*1 King*WIFI*Security*Laundry*Room-116,Room-116,HMMDHDBXTJ,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*1 King*WIFI*Security*Laundry*Room-111,Room-111,HM4A85BYNZ,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMFR9JD4HX,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*2 Full*WIFI*Security*Laundry*Room-131,Room-131,HMHW8JJDN3,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMZPFBEHQW,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HM5FJC2D4T,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HMZ3S9K23W,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMSX2ZSRX3,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
BeachFront*2 Full*WIFI*Security*Laundry*Room- 110,Room- 110,HMT9T4JWJS,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMF3AXNP54,Past guest,"Feb 11, 2023","Feb 12, 2023",67.90
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HM298HEBC5,Past guest,"Feb 10, 2023","Feb 12, 2023",104.76
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMK2PFPEMX,Past guest,"Feb 10, 2023","Feb 12, 2023",110.58
BeachFront*2 Full*WIFI*Security*Laundry*Room-109,Room-109,HMXWTCY9P3,Past guest,"Feb 10, 2023","Feb 12, 2023",110.58
BeachFront*2 Full*WIFI*Security*Laundry*Room-139,Room-139,HM3HM3RZM9,Past guest,"Feb 10, 2023","Feb 12, 2023",110.58
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMBPP8XWWB,Past guest,"Feb 10, 2023","Feb 12, 2023",203.70
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HM83D4EB2E,Trip change sent,"Feb 4, 2023","Feb 12, 2023",623.90
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMNY5PNQSA,Past guest,"Feb 10, 2023","Feb 11, 2023",65.96
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HM5RNPY2M2,Past guest,"Feb 10, 2023","Feb 11, 2023",65.96
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMFBF9482B,Past guest,"Feb 10, 2023","Feb 11, 2023",67.90
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMF449558A,Past guest,"Feb 10, 2023","Feb 11, 2023",67.90
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMPRPBSTRQ,Past guest,"Feb 9, 2023","Feb 11, 2023",110.58
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMTBZ22BTX,Past guest,"Feb 9, 2023","Feb 10, 2023",79.54
Discard-108,Discard-108,HMHRPNE95N,Past guest,"Feb 6, 2023","Feb 8, 2023",110.58
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMA4Z4P89S,Past guest,"Feb 5, 2023","Feb 6, 2023",71.78
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMYZWE2BPH,Past guest,"Feb 4, 2023","Feb 5, 2023",87.30
*Ocean view*BeachFront*1 King*WIFI*Laundry*Room129,Room129,HMEXK5QYWR,Past guest,"Feb 4, 2023","Feb 5, 2023",87.30
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HM8HY9WN8F,Past guest,"Feb 4, 2023","Feb 5, 2023",87.30
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HM9J9DFDEZ,Past guest,"Feb 4, 2023","Feb 5, 2023",87.30
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMWNAAW5HZ,Past guest,"Feb 3, 2023","Feb 5, 2023",126.10
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HM22AXSRQB,Past guest,"Feb 3, 2023","Feb 5, 2023",126.10
Discard-108,Discard-108,HMM9BDA5B8,Past guest,"Feb 3, 2023","Feb 5, 2023",126.10
BeachFront*2 Full*WIFI*Security*Laundry*Room-109,Room-109,HMPHBYAEXZ,Trip change sent,"Feb 3, 2023","Feb 5, 2023",126.10
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMTJPASRPN,Past guest,"Feb 3, 2023","Feb 5, 2023",142.01
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HMFFEMXRXN,Past guest,"Feb 3, 2023","Feb 4, 2023",87.30
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMKKNYB3RY,Past guest,"Jan 31, 2023","Feb 1, 2023",87.30
BeachFront*2 Full*WIFI*Security*Laundry*Room-135,Room-135,HM295S4NXC,Past guest,"Jan 31, 2023","Feb 1, 2023",77.60
BeachFront*2 full*WIFI*Security*Laundry*Room-127,Room-127,HMQ99QFABC,Past guest,"Jan 27, 2023","Jan 30, 2023",564.73
BeachFront*1 King*WIFI*Security*Laundry*Room-103,Room-103,HMWPZDJR55,Past guest,"Jan 27, 2023","Jan 30, 2023",564.73
BeachFront*1 King*WIFI*Security*Laundry*Room-101,Room-101,HMT4QTHT2N,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 Full*WIFI*Security*Laundry*Room-117,Room-117,HM5AAFTJZ3,Past guest,"Jan 28, 2023","Jan 29, 2023",135.80
BeachFront*2 Full*WIFI*Security*Laundry*Room-126,Room-126,HMSZM8BSBK,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 Full*WIFI*Security*Laundry*Room-131,Room-131,HMXCEB8SNW,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 Full*WIFI*Security*Laundry*Room-109,Room-109,HM5P4BXSYX,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*1 King*WIFI*Security*Laundry*Room-116,Room-116,HMFFFFPJAA,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*1 King*WIFI*Security*Laundry*Room-111,Room-111,HMBTH9P5YW,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 Full*WIFI*Security*Laundry*Room-132,Room-132,HMYW34KZKQ,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 Full*WIFI*Security*Laundry*LBO-124,LBO-124,HMP2RTJHTD,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*1 King*WIFI*Security*Laundry*Room-137,Room-137,HMWHA28RMD,Past guest,"Jan 27, 2023","Jan 29, 2023",188.18
BeachFront*1 King*WIFI*Security*Laundry*Room-140,Room-140,HMEPDT8PBA,Past guest,"Jan 27, 2023","Jan 29, 2023",188.18
BeachFront*1 King*WIFI*Security*Laundry*Room-105,Room-105,HM9RHA9FTX,Past guest,"Jan 27, 2023","Jan 29, 2023",188.18
BeachFront*2 Full*WIFI*Security*Laundry*Room-112,Room-112,HMEA2C8A9W,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*1 King*WIFI*Security*Laundry*Room-121,Room-121,HMSKWE9FWZ,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
BeachFront*2 full*WIFI*Security*Laundry*Room-125,Room-125,HMCTK93943,Past guest,"Jan 28, 2023","Jan 29, 2023",118.34
StreetFront*2 Full*WIFI*Security*Laundry*Room-138,Room-138,HMSD52DFW9,Past guest,"Jan 27, 2023","Jan 29, 2023",188.18
BeachFront*2 Full*WIFI*Security*Laundry*Room-139,Room-139,HMMXK53YMQ,Past guest,"Jan 27, 2023","Jan 29, 2023",292.94
BeachFront*2 Full*WIFI*Security*Laundry*Room-133,Room-133,HMFM3SNXFB,Past guest,"Jan 27, 2023","Jan 29, 2023",292.94
Ocean View*BeachFront*2 Full*WIFI*Laundry*Room-130,Room-130,HMMSAADXCC,Past guest,"Jan 26, 2023","Jan 29, 2023",537.67
BeachFront*2 Full*WIFI*Security*Laundry*Room-134,Room-134,HMHMRSPXCX,Past guest,"Jan 27, 2023","Jan 29, 2023",292.94
BeachFront*2 Full*WIFI*Security*Laundry*Room-106,Room-106,HMETNDYTT4,Past guest,"Jan 28, 2023","Jan 29, 2023",183.33
BeachFront*1 King 2 full*Security*Laundry*Room-123,Room-123,HMHBEWJ8JH,Past guest,"Jan 26, 2023","Jan 29, 2023",537.67
BeachFront*2 Full*WIFI*Security*Laundry*Room-104,Room-104,HMBMQYRAMR,Past guest,"Jan 23, 2023","Jan 29, 2023",634.38
